Team,Player,Position,Points,Price,GP,Home,Away,Average
Everton,Michael Keane,Defender,31,1850000,6,3,3,5.17
Leeds United,Joe Rodon,Defender,31,1740000,6,3,3,5.17
Tottenham,Pedro Porro,Defender,30,6510000,6,3,3,5.0
Arsenal,David Raya,Goalkeeper,30,6080000,6,3,3,5.0
Chelsea,Reece James,Defender,30,4480000,6,3,3,5.0
Crystal Palace,Daniel Muñoz,Defender,29,5360000,6,3,3,4.83
Manchester United,De Ligt,Defender,29,4230000,6,3,3,4.83
Aston Villa,John McGinn,Midfielder,29,3250000,6,3,3,4.83
Leeds United,Anton Stach,Midfielder,29,2700000,6,3,3,4.83
Chelsea,Pedro Neto,Forward,28,7790000,6,3,3,4.67
Liverpool,Konaté,Defender,28,5240000,6,3,3,4.67
Liverpool,Alisson,Goalkeeper,28,4710000,6,3,3,4.67
AFC Bournemouth,Petrovic,Goalkeeper,28,4210000,6,3,3,4.67
Tottenham,Lucas Bergvall,Midfielder,28,3220000,6,3,3,4.67
Nottingham Forest,Neco Williams,Defender,28,3150000,6,3,3,4.67
Sunderland,Daniel Ballard,Defender,28,1860000,4,2,2,7.0
Liverpool,Salah,Forward,27,16350000,6,3,3,4.5
Arsenal,Merino,Midfielder,27,5360000,5,2,3,5.4
Newcastle,Schär,Defender,27,4680000,4,2,2,6.75
Newcastle,Livramento,Defender,27,3550000,6,3,3,4.5
Aston Villa,Mings,Defender,27,3230000,6,3,3,4.5
Crystal Palace,Wharton,Midfielder,27,3200000,5,2,3,5.4
Brentford FC,Kelleher,Goalkeeper,27,3150000,6,3,3,4.5
Brighton & Hove Albion,Yasin Ayari,Midfielder,27,2940000,6,3,3,4.5
Arsenal,Eberechi Eze,Forward,26,9150000,5,2,3,5.2
Tottenham,Pape Sarr,Midfielder,26,4260000,5,3,2,5.2
Sunderland,Nordi Mukiele,Defender,26,3520000,4,2,2,6.5
Crystal Palace,Will Hughes,Midfielder,26,3130000,6,3,3,4.33
Fulham,Emile Smith,Midfielder,26,2730000,6,3,3,4.33
Arsenal,Gyökeres,Forward,25,13160000,6,3,3,4.17
Arsenal,Ødegaard,Midfielder,25,8920000,5,2,3,5.0
Manchester United,Mbeumo,Forward,25,8100000,6,3,3,4.17
AFC Bournemouth,David Brooks,Midfielder,25,3220000,6,3,3,4.17
Wolverhampton,Agbadou,Defender,25,2800000,6,3,3,4.17
Manchester City,Nico González,Midfielder,25,2650000,5,3,2,5.0
Leeds United,Aaronson,Forward,25,1990000,6,3,3,4.17
Liverpool,Chiesa,Forward,25,1790000,5,2,3,5.0
Burnley,Lyle Foster,Forward,25,1690000,6,3,3,4.17
Brighton & Hove Albion,Brajan Gruda,Forward,25,1340000,6,3,3,4.17
Aston Villa,Emi Buendía,Forward,25,1050000,5,2,3,5.0
Arsenal,Saliba,Defender,24,6240000,5,2,3,4.8
AFC Bournemouth,Evanilson,Forward,24,4870000,6,3,3,4.0
Brentford FC,Damsgaard,Midfielder,24,3990000,4,2,2,6.0
Nottingham Forest,Hudson-Odoi,Forward,24,3500000,6,3,3,4.0
Brighton & Hove Albion,Verbruggen,Goalkeeper,24,3220000,6,3,3,4.0
Crystal Palace,Daichi Kamada,Midfielder,24,2940000,4,2,2,6.0
AFC Bournemouth,Tyler Adams,Midfielder,24,2680000,6,3,3,4.0
Sunderland,Enzo Le Fée,Midfielder,24,2330000,5,3,2,4.8
Brighton & Hove Albion,De Cuyper,Defender,24,2170000,5,2,3,4.8
Manchester City,Rodrigo,Midfielder,23,9650000,4,2,2,5.75
Newcastle,Guimarães,Midfielder,23,7570000,5,3,2,4.6
Nottingham Forest,Dan Ndoye,Forward,23,4060000,6,3,3,3.83
Arsenal,Martinelli,Forward,23,3850000,5,2,3,4.6
AFC Bournemouth,Tavernier,Midfielder,23,3690000,6,3,3,3.83
Liverpool,Curtis Jones,Midfielder,23,2410000,5,3,2,4.6
Brentford FC,Yarmolyuk,Midfielder,23,2150000,6,3,3,3.83
Sunderland,Trai Hume,Defender,23,2120000,6,3,3,3.83
Brighton & Hove Albion,Welbeck,Forward,23,1950000,6,3,3,3.83
Brentford FC,Jensen,Midfielder,23,1050000,4,3,1,5.75
Wolverhampton,Santiago Bueno,Defender,23,980000,3,1,2,7.67
Arsenal,Bukayo Saka,Forward,22,11560000,4,2,2,5.5
West Ham United,Ward-Prowse,Midfielder,22,3950000,5,3,2,4.4
Aston Villa,Kamara,Midfielder,22,3150000,4,2,2,5.5
Manchester City,Oscar Bobb,Midfielder,22,2920000,5,3,2,4.4
Wolverhampton,André,Midfielder,22,2050000,6,3,3,3.67
Crystal Palace,Mateta,Forward,21,4720000,6,3,3,3.5
Manchester United,Amad Diallo,Forward,21,3960000,5,3,2,4.2
Chelsea,Adarabioyo,Defender,21,3850000,4,1,3,5.25
Brighton & Hove Albion,Mitoma,Forward,21,3810000,6,3,3,3.5
Brentford FC,Jordan Henderson,Midfielder,21,2630000,6,3,3,3.5
Aston Villa,Konsa,Defender,21,2220000,5,3,2,4.2
Sunderland,Noah Sadiki,Midfielder,21,2120000,6,3,3,3.5
Brentford FC,Michael Kayode,Defender,21,2110000,6,3,3,3.5
Wolverhampton,Krejci,Defender,21,1860000,3,1,2,7.0
Manchester United,Matheus Cunha,Forward,20,7850000,5,3,2,4.0
Manchester City,Foden,Midfielder,20,7840000,4,3,1,5.0
Chelsea,Cucurella,Defender,20,7230000,6,3,3,3.33
Newcastle,Nick Woltemade,Forward,20,6370000,3,2,1,6.67
Aston Villa,Watkins,Forward,20,5620000,6,3,3,3.33
Nottingham Forest,Wood,Forward,20,5250000,6,3,3,3.33
Arsenal,Madueke,Forward,20,2920000,5,3,2,4.0
Tottenham,Bentancur,Midfielder,20,2850000,5,3,2,4.0
Brentford FC,Schade,Forward,20,2520000,6,3,3,3.33
AFC Bournemouth,Adrien Truffert,Defender,20,2310000,6,3,3,3.33
Crystal Palace,Jefferson Lerma,Midfielder,20,2160000,6,3,3,3.33
West Ham United,Kilman,Defender,20,2090000,6,3,3,3.33
Manchester City,Matheus Nunes,Midfielder,20,1850000,4,1,3,5.0
West Ham United,Callum Wilson,Forward,20,1620000,5,3,2,4.0
Leeds United,Noah Okafor,Forward,20,1550000,4,1,3,5.0
Wolverhampton,Rodrigo Gomes,Defender,20,1220000,4,3,1,5.0
Liverpool,Kerkez,Defender,19,4320000,6,3,3,3.17
Manchester City,Rúben Dias,Defender,19,4120000,6,3,3,3.17
Wolverhampton,João Gomes,Midfielder,19,2960000,6,3,3,3.17
Manchester United,Mason Mount,Midfielder,19,2790000,5,3,2,3.8
Manchester United,Casemiro,Midfielder,19,2630000,5,3,2,3.8
Manchester United,Patrick Dorgu,Defender,19,2400000,5,2,3,3.8
Fulham,Bassey,Defender,19,2290000,6,3,3,3.17
Manchester City,Trafford,Goalkeeper,19,1910000,3,1,2,6.33
Leeds United,Darlow,Goalkeeper,19,1780000,3,1,2,6.33
Manchester City,Khusanov,Defender,19,1660000,4,1,3,4.75
Leeds United,Ampadu,Defender,19,1600000,4,2,2,4.75
West Ham United,Crysencio Summerville,Forward,19,1300000,4,2,2,4.75
Wolverhampton,Hwang,Forward,19,990000,5,2,3,3.8
Manchester City,Bernardo Silva,Midfielder,18,6040000,6,3,3,3.0
Manchester United,Benjamin Sesko,Forward,18,5290000,6,3,3,3.0
Chelsea,Estêvão,Forward,18,4420000,5,3,2,3.6
Newcastle,Elanga,Forward,18,3990000,6,3,3,3.0
Newcastle,Harvey Barnes,Forward,18,3290000,6,3,3,3.0
Aston Villa,Emiliano Martínez,Goalkeeper,18,3220000,4,1,3,4.5
AFC Bournemouth,Bafodé Diakité,Defender,18,2460000,5,2,3,3.6
West Ham United,El Diouf,Midfielder,18,2220000,6,3,3,3.0
Manchester United,Mazraoui,Defender,18,2150000,3,2,1,6.0
Aston Villa,Lucas Digne,Defender,18,2080000,6,3,3,3.0
Newcastle,Botman,Defender,18,1850000,4,2,2,4.5
Wolverhampton,Bellegarde,Midfielder,18,1630000,6,3,3,3.0
Manchester United,Manuel Ugarte,Midfielder,18,1620000,5,2,3,3.6
Manchester City,Nico O'Reilly,Midfielder,18,1600000,5,2,3,3.6
Leeds United,Struijk,Defender,18,1510000,6,3,3,3.0
AFC Bournemouth,Amine Adli,Forward,18,1250000,5,3,2,3.6
Crystal Palace,Justin Devenny,Midfielder,18,1130000,6,3,3,3.0
Brighton & Hove Albion,Milner,Midfielder,18,1100000,4,3,1,4.5
Chelsea,Cole Palmer,Midfielder,17,12970000,3,1,2,5.67
Liverpool,Mac Allister,Midfielder,17,7330000,5,3,2,3.4
Aston Villa,Tielemans,Midfielder,17,5060000,4,2,2,4.25
Manchester City,Rayan Cherki,Forward,17,4900000,2,1,1,8.5
Manchester City,Omar Marmoush,Forward,17,4470000,3,1,2,5.67
Nottingham Forest,Sels,Goalkeeper,17,3120000,6,3,3,2.83
Newcastle,Trippier,Defender,17,2940000,5,3,2,3.4
Newcastle,Dan Burn,Defender,17,2920000,6,3,3,2.83
Arsenal,Mosquera,Defender,17,2510000,5,3,2,3.4
Wolverhampton,Jhon Arias,Forward,17,2490000,6,3,3,2.83
Brighton & Hove Albion,Georginio Rutter,Forward,17,2250000,5,3,2,3.4
Manchester United,Bayindir,Goalkeeper,17,2030000,6,3,3,2.83
Fulham,Sessegnon,Midfielder,17,1940000,5,3,2,3.4
Burnley,Ekdal,Defender,17,1370000,6,3,3,2.83
Burnley,Hartman,Defender,17,1360000,6,3,3,2.83
Wolverhampton,Munetsi,Midfielder,17,1350000,6,3,3,2.83
Brentford FC,Fabio Carvalho,Midfielder,17,1220000,4,1,3,4.25
Wolverhampton,Hugo Bueno,Defender,17,1000000,6,3,3,2.83
Newcastle,Osula,Forward,17,920000,6,3,3,2.83
Newcastle,Joelinton,Midfielder,16,3470000,4,3,1,4.0
Burnley,Dubravka,Goalkeeper,16,2850000,6,3,3,2.67
Nottingham Forest,Milenkovic,Defender,16,2670000,6,3,3,2.67
Newcastle,Jacob Murphy,Forward,16,2480000,5,2,3,3.2
Brentford FC,Collins,Defender,16,2410000,6,3,3,2.67
Brighton & Hove Albion,Dunk,Defender,16,2250000,6,3,3,2.67
Brentford FC,Ouattara,Forward,16,2130000,5,3,2,3.2
Fulham,Rodrigo Muniz,Forward,16,2040000,5,3,2,3.2
Manchester United,Diogo Dalot,Defender,16,1980000,4,2,2,4.0
Fulham,Sander Berge,Midfielder,16,1870000,6,3,3,2.67
West Ham United,Walker-Peters,Defender,16,1590000,5,3,2,3.2
Brighton & Hove Albion,Mats Wieffer,Midfielder,16,1590000,4,2,2,4.0
Brighton & Hove Albion,Veltman,Defender,16,1380000,4,2,2,4.0
Sunderland,Chemsdine Talbi,Forward,16,1220000,6,3,3,2.67
Liverpool,Rio Ngumoha,Forward,16,810000,3,0,3,5.33
Leeds United,Jack Harrison,Forward,16,750000,5,3,2,3.2
Tottenham,Xavi Simons,Midfielder,15,9340000,3,1,2,5.0
Sunderland,Mandava,Defender,15,1930000,5,3,2,3.0
Fulham,Lukic,Midfielder,15,1850000,6,3,3,2.5
Tottenham,Udogie,Defender,15,1810000,4,2,2,3.75
Leeds United,Calvert-Lewin,Forward,15,1750000,4,2,2,3.75
AFC Bournemouth,Ryan Christie,Midfielder,15,1680000,4,2,2,3.75
Everton,Beto,Forward,15,1680000,6,3,3,2.5
Chelsea,Andrey Santos,Midfielder,15,1610000,5,3,2,3.0
Sunderland,Mayenda,Forward,15,1490000,4,3,1,3.75
West Ham United,Mavropanos,Defender,15,1180000,4,2,2,3.75
Aston Villa,Lamare Bogarde,Midfielder,15,690000,5,2,3,3.0
Manchester City,Gvardiol,Defender,14,5840000,3,2,1,4.67
Nottingham Forest,Gibbs-White,Midfielder,14,5150000,6,3,3,2.33
Crystal Palace,Yéremy Pino,Forward,14,2960000,4,2,2,3.5
Fulham,Raúl Jiménez,Forward,14,2460000,6,3,3,2.33
Manchester United,Leny Yoro,Defender,14,2380000,6,3,3,2.33
Brighton & Hove Albion,Baleba,Midfielder,14,2320000,6,3,3,2.33
Brentford FC,Lewis-Potter,Defender,14,1990000,6,3,3,2.33
Everton,Iroegbunam,Midfielder,14,1140000,4,2,2,3.5
Wolverhampton,Tchatchoua,Defender,14,900000,5,2,3,2.8
Brighton & Hove Albion,Kadıoğlu,Defender,14,880000,5,2,3,2.8
Brentford FC,Kristoffer Ajer,Defender,14,860000,3,2,1,4.67
Burnley,Loum Tchaouna,Forward,14,500000,6,3,3,2.33
Liverpool,Florian Wirtz,Midfielder,13,10240000,6,3,3,2.17
Nottingham Forest,Murillo,Defender,13,2620000,4,2,2,3.25
Tottenham,Djed Spence,Defender,13,2260000,6,3,3,2.17
Arsenal,Lewis-Skelly,Defender,13,2260000,4,2,2,3.25
Chelsea,Malo Gusto,Defender,13,2150000,5,3,2,2.6
Manchester City,Rico Lewis,Defender,13,1940000,4,2,2,3.25
Manchester United,Shaw,Defender,13,1730000,6,3,3,2.17
Leeds United,Daniel James,Forward,13,1470000,4,2,2,3.25
Nottingham Forest,Sangaré,Midfielder,13,1340000,5,2,3,2.6
Leeds United,Lukas Nmecha,Forward,13,1120000,6,3,3,2.17
Burnley,Ugochukwu,Midfielder,13,1030000,5,2,3,2.6
Brighton & Hove Albion,Diego Gómez,Midfielder,13,880000,5,3,2,2.6
AFC Bournemouth,Kroupi,Forward,13,870000,4,1,3,3.25
Brentford FC,Onyeka,Midfielder,13,620000,4,2,2,3.25
Tottenham,Odobert,Forward,13,520000,6,3,3,2.17
West Ham United,Mateus Fernandes,Midfielder,12,2800000,4,2,2,3.0
Brentford FC,Sepp van den Berg,Defender,12,2030000,6,3,3,2.0
Manchester City,Stones,Defender,12,1910000,4,1,3,3.0
Newcastle,Lewis Hall,Defender,12,1900000,3,1,2,4.0
Burnley,Florentino,Midfielder,12,1800000,3,2,1,4.0
Aston Villa,Pau Torres,Defender,12,1550000,3,2,1,4.0
Nottingham Forest,Igor Jesus,Forward,12,1550000,5,3,2,2.4
Sunderland,Adingra,Forward,12,1520000,5,2,3,2.4
Aston Villa,Evann Guessand,Forward,12,1420000,5,2,3,2.4
Leeds United,Bogle,Defender,12,1220000,6,3,3,2.0
Aston Villa,Donyell Malen,Forward,12,1130000,6,3,3,2.0
Nottingham Forest,Hutchinson,Midfielder,12,840000,3,2,1,4.0
Brentford FC,Hickey,Defender,12,750000,4,3,1,3.0
Newcastle,Lewis Miley,Midfielder,12,670000,4,1,3,3.0
Crystal Palace,Nketiah,Forward,12,660000,2,1,1,6.0
Wolverhampton,Fer López,Forward,12,640000,4,3,1,3.0
Manchester City,Aït Nouri,Midfielder,11,3450000,3,1,2,3.67
Burnley,Walker,Defender,11,2690000,6,3,3,1.83
AFC Bournemouth,Justin Kluivert,Forward,11,2420000,5,3,2,2.2
Arsenal,Trossard,Forward,11,1960000,4,3,1,2.75
Everton,Thierno Barry,Forward,11,1820000,6,3,3,1.83
Nottingham Forest,Aina,Defender,11,1520000,3,2,1,3.67
Nottingham Forest,Yates,Midfielder,11,1410000,3,1,2,3.67
Everton,Jake O'Brien,Defender,11,1370000,6,3,3,1.83
Burnley,Maxime Estève,Defender,11,1370000,6,3,3,1.83
Manchester United,Maguire,Defender,11,1190000,5,2,3,2.2
Nottingham Forest,McAtee,Midfielder,11,1060000,4,2,2,2.75
Leeds United,Gnonto,Forward,11,1000000,4,2,2,2.75
AFC Bournemouth,James Hill,Defender,11,420000,5,3,2,2.2
Fulham,Antonee Robinson,Defender,10,1930000,3,1,2,3.33
Nottingham Forest,Zinchenko,Defender,10,1830000,2,1,1,5.0
Everton,Carlos Alcaraz,Midfielder,10,1570000,4,1,3,2.5
Manchester United,Mainoo,Midfielder,10,1530000,4,2,2,2.5
Sunderland,Geertruida,Defender,10,1470000,3,1,2,3.33
Arsenal,Nwaneri,Midfielder,10,1430000,3,3,0,3.33
Sunderland,Habib Diarra,Midfielder,10,1300000,4,2,2,2.5
Burnley,Hannibal Mejbri,Midfielder,10,1270000,6,3,3,1.67
Fulham,Kevin,Forward,10,1230000,3,2,1,3.33
Newcastle,Malick Thiaw,Defender,10,1130000,3,2,1,3.33
Fulham,Joshua King,Midfielder,10,1100000,6,3,3,1.67
Tottenham,Mathys Tel,Forward,10,1090000,4,3,1,2.5
Fulham,Adama Traoré,Forward,10,760000,4,1,3,2.5
Wolverhampton,Johnstone,Goalkeeper,10,550000,2,0,2,5.0
Nottingham Forest,Morato,Defender,10,510000,3,1,2,3.33
Burnley,Jacob Larsen,Forward,10,370000,4,1,3,2.5
West Ham United,Magassa,Midfielder,10,350000,3,2,1,3.33
Aston Villa,Rogers,Forward,9,3290000,6,3,3,1.5
Manchester City,Sávio,Forward,9,2830000,3,2,1,3.0
Aston Villa,Harvey Elliott,Midfielder,9,2410000,4,1,3,2.25
Aston Villa,Amadou Onana,Midfielder,9,2180000,2,1,1,4.5
Chelsea,Jamie Gittens,Forward,9,1690000,4,2,2,2.25
Leeds United,Gudmundsson,Defender,9,1450000,6,3,3,1.5
Wolverhampton,Wolfe,Defender,9,1060000,3,2,1,3.0
AFC Bournemouth,Adam Smith,Defender,9,660000,3,1,2,3.0
Manchester City,Donnarumma,Goalkeeper,8,5360000,3,2,1,2.67
Liverpool,Frimpong,Defender,8,4650000,3,1,2,2.67
Chelsea,Robert Sánchez,Goalkeeper,8,3580000,6,3,3,1.33
Liverpool,Bradley,Defender,8,980000,4,1,3,2.0
AFC Bournemouth,Álex Jiménez,Defender,8,800000,3,2,1,2.67
Leeds United,Ilia Gruev,Midfielder,8,670000,4,2,2,2.0
Burnley,Zian Flemming,Forward,8,540000,3,2,1,2.67
Fulham,Cairney,Midfielder,8,410000,3,2,1,2.67
Burnley,Joe Worrall,Defender,8,300000,3,2,1,2.67
Wolverhampton,Larsen,Forward,7,2200000,4,2,2,1.75
Newcastle,Jacob Ramsey,Midfielder,7,1430000,2,1,1,3.5
Wolverhampton,Doherty,Defender,7,890000,3,1,2,2.33
Chelsea,Wesley Fofana,Defender,7,660000,3,0,3,2.33
Newcastle,Willock,Midfielder,7,610000,2,1,1,3.5
Liverpool,Joe Gomez,Defender,7,550000,2,2,0,3.5
Brentford FC,Rico Henry,Defender,7,540000,6,3,3,1.17
Liverpool,Wataru Endo,Midfielder,7,510000,3,2,1,2.33
Chelsea,Tyrique George,Forward,7,270000,3,1,2,2.33
West Ham United,Wan-Bissaka,Defender,6,1970000,2,1,1,3.0
Nottingham Forest,Dilane Bakwa,Forward,6,1780000,3,1,2,2.0
Arsenal,Ben White,Defender,6,1660000,1,0,1,6.0
Chelsea,Liam Delap,Forward,6,1560000,3,2,1,2.0
Nottingham Forest,Kalimuendo,Forward,6,1500000,5,2,3,1.2
Everton,Mykolenko,Defender,6,1410000,3,1,2,2.0
Brighton & Hove Albion,Hinshelwood,Midfielder,6,980000,3,1,2,2.0
Aston Villa,Ian Maatsen,Defender,6,890000,3,1,2,2.0
Everton,Tyler Dibling,Forward,6,830000,2,1,1,3.0
Leeds United,James Justin,Defender,6,790000,2,1,1,3.0
Manchester City,Ake,Defender,6,720000,4,3,1,1.5
Aston Villa,Lindelöf,Defender,6,720000,2,1,1,3.0
Sunderland,Masuaku,Defender,6,590000,2,1,1,3.0
Arsenal,Max Dowman,Midfielder,6,570000,2,1,1,3.0
Sunderland,Chris Rigg,Midfielder,6,520000,4,2,2,1.5
Fulham,Jorge Cuenca,Defender,6,350000,2,1,1,3.0
West Ham United,Freddie Potts,Midfielder,6,220000,2,1,1,3.0
Newcastle,Anthony Gordon,Forward,5,4030000,3,2,1,1.67
West Ham United,Soucek,Midfielder,5,1970000,4,2,2,1.25
Liverpool,Robertson,Defender,5,1440000,2,1,1,2.5
Wolverhampton,Arokodare,Forward,5,1350000,3,1,2,1.67
Leeds United,Ao Tanaka,Midfielder,5,1110000,4,2,2,1.25
Sunderland,Brian Brobbey,Forward,5,1010000,2,0,2,2.5
Fulham,Castagne,Defender,5,710000,4,1,3,1.25
Brentford FC,Janelt,Midfielder,5,690000,2,1,1,2.5
Wolverhampton,Ki-Jana Hoever,Defender,5,580000,2,1,1,2.5
Burnley,Armando Broja,Forward,5,470000,2,1,1,2.5
West Ham United,Andy Irving,Midfielder,5,250000,4,1,3,1.25
West Ham United,Luis Guilherme,Forward,5,150000,3,2,1,1.67
Tottenham,Solanke,Forward,4,1970000,2,1,1,2.0
West Ham United,Hermansen,Goalkeeper,4,1200000,4,2,2,1.0
Chelsea,Jorrel Hato,Defender,4,1030000,3,1,2,1.33
Tottenham,Kevin Danso,Defender,4,750000,2,0,2,2.0
Chelsea,Jørgensen,Goalkeeper,4,530000,1,0,1,4.0
Manchester United,Joshua Zirkzee,Forward,4,490000,3,1,2,1.33
AFC Bournemouth,Milosavljevic,Defender,4,430000,1,1,0,4.0
Everton,Merlin Röhl,Midfielder,4,380000,1,1,0,4.0
Crystal Palace,Romain Esse,Midfielder,4,320000,1,1,0,4.0
Burnley,Oliver Sonne,Defender,4,250000,3,1,2,1.33
Crystal Palace,Clyne,Defender,4,190000,1,0,1,4.0
Liverpool,Isak,Forward,3,12530000,2,1,1,1.5
Crystal Palace,Uche,Midfielder,3,2460000,1,1,0,3.0
Chelsea,Garnacho,Forward,3,2030000,1,0,1,3.0
Arsenal,Kai Havertz,Forward,3,1880000,1,0,1,3.0
Fulham,Chukwueze,Forward,3,1200000,1,0,1,3.0
Nottingham Forest,Domínguez,Midfielder,3,890000,1,1,0,3.0
Brentford FC,Antoni Milambo,Midfielder,3,760000,1,0,1,3.0
Tottenham,Archie Gray,Defender,3,660000,2,1,1,1.5
Burnley,Josh Laurent,Midfielder,3,630000,6,3,3,0.5
Chelsea,Acheampong,Defender,3,570000,2,2,0,1.5
Wolverhampton,Yerson Mosquera,Defender,3,560000,2,1,1,1.5
Brighton & Hove Albion,Diego Coppola,Defender,3,510000,2,2,0,1.5
Brighton & Hove Albion,Stefanos Tzimas,Forward,3,310000,2,0,2,1.5
Newcastle,Lascelles,Defender,3,220000,2,1,1,1.5
Manchester United,Ayden Heaven,Defender,3,210000,1,0,1,3.0
Nottingham Forest,Douglas Luiz,Midfielder,2,2510000,1,0,1,2.0
Aston Villa,Jadon Sancho,Forward,2,2090000,1,0,1,2.0
Everton,McNeil,Midfielder,2,1720000,1,1,0,2.0
AFC Bournemouth,Lewis Cook,Midfielder,2,1060000,1,1,0,2.0
Aston Villa,Marco Bizot,Goalkeeper,2,930000,2,2,0,1.0
Chelsea,Buonanotte,Midfielder,2,900000,1,0,1,2.0
West Ham United,Guido Rodríguez,Midfielder,2,750000,1,0,1,2.0
Chelsea,Marc Guiu,Forward,2,740000,2,1,1,1.0
Chelsea,Roméo Lavia,Midfielder,2,650000,1,1,0,2.0
Burnley,Marcus Edwards,Forward,2,490000,1,0,1,2.0
Sunderland,Bertrand Traoré,Forward,2,410000,1,0,1,2.0
Aston Villa,Burrowes,Midfielder,2,150000,1,1,0,2.0
West Ham United,Areola,Goalkeeper,1,1350000,2,1,1,0.5
Wolverhampton,Toti Gomes,Defender,1,1320000,6,3,3,0.17
Leeds United,Joël Piroe,Forward,1,1170000,2,1,1,0.5
West Ham United,Todibo,Defender,1,1080000,2,1,1,0.5
Brentford FC,Pinnock,Defender,1,630000,2,1,1,0.5
Nottingham Forest,Nicolò Savona,Defender,1,390000,1,0,1,1.0
AFC Bournemouth,Ben Doak,Forward,1,230000,1,0,1,1.0
Leeds United,Byram,Defender,1,200000,1,0,1,1.0
