Team,Player,Position,Points,Price,GP,Home,Away,Average
Tottenham,Kudus,Forward,33,6670000,6,3,3,5.5
Arsenal,Calafiori,Defender,33,6180000,5,3,2,6.6
Everton,Garner,Midfielder,33,4470000,5,2,3,6.6
Tottenham,Van de Ven,Defender,33,4130000,6,3,3,5.5
Brighton & Hove Albion,Van Hecke,Defender,33,3270000,6,3,3,5.5
Brighton & Hove Albion,Yankuba Minteh,Forward,33,3160000,6,3,3,5.5
Liverpool,Szoboszlai,Midfielder,32,7980000,6,3,3,5.33
Tottenham,Brennan Johnson,Forward,32,5800000,6,3,3,5.33
Fulham,Kenny Tete,Defender,32,5250000,5,3,2,6.4
Fulham,Leno,Goalkeeper,32,5220000,5,3,2,6.4
Crystal Palace,Maxence Lacroix,Defender,32,4960000,6,3,3,5.33
Crystal Palace,Mitchell,Defender,32,3160000,6,3,3,5.33
Fulham,Iwobi,Forward,31,5380000,5,3,2,6.2
AFC Bournemouth,Alex Scott,Midfielder,31,3250000,6,3,3,5.17
Leeds United,Longstaff,Midfielder,31,1660000,6,3,3,5.17
Leeds United,Joe Rodon,Defender,31,1570000,6,3,3,5.17
West Ham United,Lucas Paquetá,Midfielder,30,7170000,5,3,2,6.0
West Ham United,Bowen,Forward,30,6900000,5,3,2,6.0
Tottenham,Pedro Porro,Defender,30,6520000,6,3,3,5.0
Crystal Palace,Daniel Muñoz,Defender,30,5390000,6,3,3,5.0
Chelsea,Reece James,Defender,30,4360000,6,3,3,5.0
Everton,Iliman Ndiaye,Forward,29,5340000,5,2,3,5.8
Manchester United,De Ligt,Defender,29,4090000,6,3,3,4.83
Aston Villa,Matty Cash,Defender,29,3120000,5,2,3,5.8
Leeds United,Anton Stach,Midfielder,29,2810000,6,3,3,4.83
Chelsea,Pedro Neto,Forward,28,7660000,6,3,3,4.67
Liverpool,Konaté,Defender,28,5140000,6,3,3,4.67
Liverpool,Alisson,Goalkeeper,28,4710000,6,3,3,4.67
AFC Bournemouth,Petrovic,Goalkeeper,28,4260000,6,3,3,4.67
Everton,Gueye,Midfielder,28,3820000,5,2,3,5.6
Fulham,Harry Wilson,Midfielder,28,3320000,5,3,2,5.6
Tottenham,Lucas Bergvall,Midfielder,28,3230000,6,3,3,4.67
Crystal Palace,Wharton,Midfielder,28,2990000,5,2,3,5.6
Nottingham Forest,Neco Williams,Defender,28,2890000,6,3,3,4.67
Sunderland,Daniel Ballard,Defender,28,1880000,4,2,2,7.0
Liverpool,Salah,Forward,27,16250000,6,3,3,4.5
Arsenal,David Raya,Goalkeeper,27,6210000,5,3,2,5.4
Everton,Tarkowski,Defender,27,5390000,5,2,3,5.4
Everton,Pickford,Goalkeeper,27,5290000,5,2,3,5.4
Newcastle,Schär,Defender,27,4810000,4,2,2,6.75
Brentford FC,Kelleher,Goalkeeper,27,3080000,6,3,3,4.5
Brighton & Hove Albion,Yasin Ayari,Midfielder,27,2960000,6,3,3,4.5
Arsenal,Gyökeres,Forward,26,13260000,5,3,2,5.2
Arsenal,Rice,Midfielder,26,9640000,5,3,2,5.2
Newcastle,Pope,Goalkeeper,26,4650000,5,2,3,5.2
Tottenham,Pape Sarr,Midfielder,26,4370000,5,3,2,5.2
Aston Villa,Mings,Defender,26,3310000,5,2,3,5.2
Sunderland,Nordi Mukiele,Defender,26,3300000,4,2,2,6.5
Crystal Palace,Will Hughes,Midfielder,26,3250000,6,3,3,4.33
Manchester United,Mbeumo,Forward,25,8390000,6,3,3,4.17
AFC Bournemouth,David Brooks,Midfielder,25,3340000,6,3,3,4.17
Wolverhampton,Agbadou,Defender,25,2800000,6,3,3,4.17
Manchester City,Nico González,Midfielder,25,2590000,5,3,2,5.0
Leeds United,Aaronson,Forward,25,1850000,6,3,3,4.17
Liverpool,Chiesa,Forward,25,1700000,5,2,3,5.0
Burnley,Lyle Foster,Forward,25,1630000,6,3,3,4.17
Brighton & Hove Albion,Brajan Gruda,Forward,25,1310000,6,3,3,4.17
Arsenal,Eberechi Eze,Forward,24,9220000,4,2,2,6.0
Arsenal,Magalhães,Defender,24,6610000,5,3,2,4.8
AFC Bournemouth,Evanilson,Forward,24,5020000,6,3,3,4.0
Brentford FC,Damsgaard,Midfielder,24,4030000,4,2,2,6.0
Nottingham Forest,Hudson-Odoi,Forward,24,3620000,6,3,3,4.0
Brighton & Hove Albion,Verbruggen,Goalkeeper,24,2910000,6,3,3,4.0
Crystal Palace,Daichi Kamada,Midfielder,24,2810000,4,2,2,6.0
AFC Bournemouth,Tyler Adams,Midfielder,24,2690000,6,3,3,4.0
Sunderland,Enzo Le Fée,Midfielder,24,2320000,5,3,2,4.8
Brighton & Hove Albion,De Cuyper,Defender,24,2040000,5,2,3,4.8
Manchester City,Rodrigo,Midfielder,23,9930000,4,2,2,5.75
Newcastle,Tonali,Midfielder,23,6470000,5,2,3,4.6
Nottingham Forest,Dan Ndoye,Forward,23,4180000,6,3,3,3.83
AFC Bournemouth,Tavernier,Midfielder,23,3860000,6,3,3,3.83
Newcastle,Livramento,Defender,23,3710000,5,2,3,4.6
Fulham,Emile Smith,Midfielder,23,2830000,5,3,2,4.6
Liverpool,Curtis Jones,Midfielder,23,2400000,5,3,2,4.6
Sunderland,Trai Hume,Defender,23,2130000,6,3,3,3.83
Brentford FC,Yarmolyuk,Midfielder,23,1950000,6,3,3,3.83
Brighton & Hove Albion,Welbeck,Forward,23,1810000,6,3,3,3.83
Brentford FC,Jensen,Midfielder,23,1030000,4,3,1,5.75
Wolverhampton,Santiago Bueno,Defender,23,890000,3,1,2,7.67
Crystal Palace,Mateta,Forward,22,4650000,6,3,3,3.67
West Ham United,Ward-Prowse,Midfielder,22,4310000,5,3,2,4.4
Manchester City,Oscar Bobb,Midfielder,22,3060000,5,3,2,4.4
Wolverhampton,André,Midfielder,22,2020000,6,3,3,3.67
Newcastle,Guimarães,Midfielder,21,7760000,4,2,2,5.25
Manchester United,Amad Diallo,Forward,21,4420000,5,3,2,4.2
Chelsea,Adarabioyo,Defender,21,4370000,4,1,3,5.25
Brighton & Hove Albion,Mitoma,Forward,21,3740000,6,3,3,3.5
Brentford FC,Jordan Henderson,Midfielder,21,2490000,6,3,3,3.5
Brentford FC,Michael Kayode,Defender,21,2140000,6,3,3,3.5
Sunderland,Noah Sadiki,Midfielder,21,2060000,6,3,3,3.5
Wolverhampton,Krejci,Defender,21,1730000,3,1,2,7.0
Arsenal,Bukayo Saka,Forward,20,11280000,3,2,1,6.67
Manchester United,Matheus Cunha,Forward,20,8050000,5,3,2,4.0
Chelsea,Cucurella,Defender,20,7690000,6,3,3,3.33
Manchester City,Foden,Midfielder,20,7420000,4,3,1,5.0
Arsenal,Saliba,Defender,20,6210000,4,2,2,5.0
Nottingham Forest,Wood,Forward,20,5700000,6,3,3,3.33
Arsenal,Madueke,Forward,20,3150000,5,3,2,4.0
Wolverhampton,João Gomes,Midfielder,20,3060000,6,3,3,3.33
Tottenham,Bentancur,Midfielder,20,2880000,5,3,2,4.0
Brentford FC,Schade,Forward,20,2590000,6,3,3,3.33
AFC Bournemouth,Adrien Truffert,Defender,20,2250000,6,3,3,3.33
Crystal Palace,Jefferson Lerma,Midfielder,20,2100000,6,3,3,3.33
Manchester City,Matheus Nunes,Midfielder,20,1750000,4,1,3,5.0
West Ham United,Callum Wilson,Forward,20,1720000,5,3,2,4.0
Wolverhampton,Rodrigo Gomes,Defender,20,1350000,4,3,1,5.0
Leeds United,Noah Okafor,Forward,20,1190000,4,1,3,5.0
Liverpool,Kerkez,Defender,19,4650000,6,3,3,3.17
Manchester City,Rúben Dias,Defender,19,4230000,6,3,3,3.17
Arsenal,Martinelli,Forward,19,3830000,4,2,2,4.75
Manchester United,Casemiro,Midfielder,19,2720000,5,3,2,3.8
Manchester United,Mason Mount,Midfielder,19,2700000,5,3,2,3.8
Manchester United,Patrick Dorgu,Defender,19,2340000,5,2,3,3.8
Manchester City,Trafford,Goalkeeper,19,2030000,3,1,2,6.33
Manchester City,Khusanov,Defender,19,1780000,4,1,3,4.75
Leeds United,Darlow,Goalkeeper,19,1690000,3,1,2,6.33
Leeds United,Ampadu,Defender,19,1500000,4,2,2,4.75
Arsenal,Ødegaard,Midfielder,18,8920000,4,2,2,4.5
Manchester City,Bernardo Silva,Midfielder,18,6040000,6,3,3,3.0
Manchester United,Benjamin Sesko,Forward,18,5290000,6,3,3,3.0
Chelsea,Estêvão,Forward,18,4570000,5,3,2,3.6
Newcastle,Harvey Barnes,Forward,18,3480000,5,2,3,3.6
Aston Villa,Kamara,Midfielder,18,3120000,3,1,2,6.0
Wolverhampton,Jhon Arias,Forward,18,2580000,6,3,3,3.0
Manchester United,Mazraoui,Defender,18,2380000,3,2,1,6.0
AFC Bournemouth,Bafodé Diakité,Defender,18,2380000,5,2,3,3.6
Fulham,Bassey,Defender,18,2230000,5,3,2,3.6
West Ham United,El Diouf,Midfielder,18,2230000,5,3,2,3.6
Manchester United,Manuel Ugarte,Midfielder,18,1680000,5,2,3,3.6
Wolverhampton,Bellegarde,Midfielder,18,1660000,6,3,3,3.0
Manchester City,Nico O'Reilly,Midfielder,18,1570000,5,2,3,3.6
Leeds United,Struijk,Defender,18,1540000,6,3,3,3.0
AFC Bournemouth,Amine Adli,Forward,18,1250000,5,3,2,3.6
Brighton & Hove Albion,Milner,Midfielder,18,1210000,4,3,1,4.5
Crystal Palace,Justin Devenny,Midfielder,18,1110000,6,3,3,3.0
Wolverhampton,Hwang,Forward,18,1020000,5,2,3,3.6
Chelsea,Cole Palmer,Midfielder,17,13330000,3,1,2,5.67
Liverpool,Mac Allister,Midfielder,17,7460000,5,3,2,3.4
Aston Villa,Tielemans,Midfielder,17,5200000,4,2,2,4.25
Manchester City,Rayan Cherki,Forward,17,5120000,2,1,1,8.5
Manchester City,Omar Marmoush,Forward,17,4630000,3,1,2,5.67
Nottingham Forest,Sels,Goalkeeper,17,3210000,6,3,3,2.83
Newcastle,Dan Burn,Defender,17,3000000,5,2,3,3.4
Arsenal,Mosquera,Defender,17,2680000,4,3,1,4.25
Brighton & Hove Albion,Georginio Rutter,Forward,17,2310000,5,3,2,3.4
Manchester United,Bayindir,Goalkeeper,17,1960000,6,3,3,2.83
Burnley,Hartman,Defender,17,1390000,6,3,3,2.83
Burnley,Ekdal,Defender,17,1370000,6,3,3,2.83
Wolverhampton,Munetsi,Midfielder,17,1360000,6,3,3,2.83
Brentford FC,Fabio Carvalho,Midfielder,17,1340000,4,1,3,4.25
Aston Villa,John McGinn,Midfielder,16,3210000,5,2,3,3.2
Newcastle,Trippier,Defender,16,3090000,4,2,2,4.0
Burnley,Dubravka,Goalkeeper,16,2910000,6,3,3,2.67
Nottingham Forest,Milenkovic,Defender,16,2750000,6,3,3,2.67
Brentford FC,Collins,Defender,16,2480000,6,3,3,2.67
Brighton & Hove Albion,Dunk,Defender,16,2310000,6,3,3,2.67
Fulham,Rodrigo Muniz,Forward,16,2270000,5,3,2,3.2
Brentford FC,Ouattara,Forward,16,2200000,5,3,2,3.2
Manchester United,Diogo Dalot,Defender,16,1990000,4,2,2,4.0
Fulham,Sessegnon,Midfielder,16,1950000,4,3,1,4.0
Brighton & Hove Albion,Mats Wieffer,Midfielder,16,1600000,4,2,2,4.0
Brighton & Hove Albion,Veltman,Defender,16,1340000,4,2,2,4.0
Sunderland,Chemsdine Talbi,Forward,16,1250000,6,3,3,2.67
Newcastle,Osula,Forward,16,960000,5,2,3,3.2
Wolverhampton,Hugo Bueno,Defender,16,950000,6,3,3,2.67
Liverpool,Rio Ngumoha,Forward,16,840000,3,0,3,5.33
Leeds United,Jack Harrison,Forward,16,770000,5,3,2,3.2
Tottenham,Xavi Simons,Midfielder,15,9580000,3,1,2,5.0
Newcastle,Elanga,Forward,15,4210000,5,2,3,3.0
Newcastle,Joelinton,Midfielder,15,3600000,3,2,1,5.0
Sunderland,Mandava,Defender,15,2050000,5,3,2,3.0
Everton,Michael Keane,Defender,15,1760000,5,2,3,3.0
Everton,Beto,Forward,15,1750000,5,2,3,3.0
AFC Bournemouth,Ryan Christie,Midfielder,15,1720000,4,2,2,3.75
Tottenham,Udogie,Defender,15,1710000,4,2,2,3.75
Leeds United,Calvert-Lewin,Forward,15,1680000,4,2,2,3.75
Sunderland,Mayenda,Forward,15,1620000,4,3,1,3.75
Chelsea,Andrey Santos,Midfielder,15,1610000,5,3,2,3.0
Liverpool,Florian Wirtz,Midfielder,14,10090000,6,3,3,2.33
Manchester City,Gvardiol,Defender,14,5770000,3,2,1,4.67
Nottingham Forest,Gibbs-White,Midfielder,14,5450000,6,3,3,2.33
Arsenal,Merino,Midfielder,14,5270000,4,2,2,3.5
Aston Villa,Emiliano Martínez,Goalkeeper,14,3190000,3,0,3,4.67
Crystal Palace,Yéremy Pino,Forward,14,2750000,4,2,2,3.5
Manchester United,Leny Yoro,Defender,14,2510000,6,3,3,2.33
Brighton & Hove Albion,Baleba,Midfielder,14,2420000,6,3,3,2.33
Aston Villa,Konsa,Defender,14,2200000,4,2,2,3.5
Brentford FC,Lewis-Potter,Defender,14,2050000,6,3,3,2.33
Fulham,Sander Berge,Midfielder,14,1900000,5,3,2,2.8
West Ham United,Walker-Peters,Defender,14,1650000,4,3,1,3.5
Everton,Iroegbunam,Midfielder,14,1210000,4,2,2,3.5
Wolverhampton,Tchatchoua,Defender,14,940000,5,2,3,2.8
Brentford FC,Kristoffer Ajer,Defender,14,930000,3,2,1,4.67
Brighton & Hove Albion,Kadıoğlu,Defender,14,810000,5,2,3,2.8
Burnley,Loum Tchaouna,Forward,14,520000,6,3,3,2.33
Nottingham Forest,Murillo,Defender,13,2760000,4,2,2,3.25
Tottenham,Djed Spence,Defender,13,2350000,6,3,3,2.17
Chelsea,Malo Gusto,Defender,13,2300000,5,3,2,2.6
Manchester City,Rico Lewis,Defender,13,2020000,4,2,2,3.25
Manchester United,Shaw,Defender,13,1820000,6,3,3,2.17
Leeds United,Daniel James,Forward,13,1550000,4,2,2,3.25
Nottingham Forest,Sangaré,Midfielder,13,1450000,5,2,3,2.6
Leeds United,Lukas Nmecha,Forward,13,1150000,6,3,3,2.17
Burnley,Ugochukwu,Midfielder,13,1050000,5,2,3,2.6
AFC Bournemouth,Kroupi,Forward,13,870000,4,1,3,3.25
Brighton & Hove Albion,Diego Gómez,Midfielder,13,770000,5,3,2,2.6
Aston Villa,Lamare Bogarde,Midfielder,13,680000,4,1,3,3.25
Brentford FC,Onyeka,Midfielder,13,640000,4,2,2,3.25
Tottenham,Odobert,Forward,13,540000,6,3,3,2.17
Newcastle,Nick Woltemade,Forward,12,6080000,2,1,1,6.0
Newcastle,Jacob Murphy,Forward,12,2410000,4,1,3,3.0
Brentford FC,Sepp van den Berg,Defender,12,2120000,6,3,3,2.0
Manchester City,Stones,Defender,12,2050000,4,1,3,3.0
West Ham United,Kilman,Defender,12,2040000,5,3,2,2.4
Newcastle,Lewis Hall,Defender,12,2030000,3,1,2,4.0
Fulham,Lukic,Midfielder,12,1870000,5,3,2,2.4
Burnley,Florentino,Midfielder,12,1680000,3,2,1,4.0
Sunderland,Adingra,Forward,12,1580000,5,2,3,2.4
Nottingham Forest,Igor Jesus,Forward,12,1580000,5,3,2,2.4
Newcastle,Botman,Defender,12,1540000,3,1,2,4.0
West Ham United,Crysencio Summerville,Forward,12,1270000,3,2,1,4.0
Leeds United,Bogle,Defender,12,1240000,6,3,3,2.0
Nottingham Forest,Hutchinson,Midfielder,12,840000,3,2,1,4.0
Brentford FC,Hickey,Defender,12,770000,4,3,1,3.0
Wolverhampton,Fer López,Forward,12,720000,4,3,1,3.0
Newcastle,Lewis Miley,Midfielder,12,690000,4,1,3,3.0
Crystal Palace,Nketiah,Forward,12,520000,2,1,1,6.0
Aston Villa,Watkins,Forward,11,5560000,5,2,3,2.2
Manchester City,Aït Nouri,Midfielder,11,3530000,3,1,2,3.67
Burnley,Walker,Defender,11,2750000,6,3,3,1.83
AFC Bournemouth,Justin Kluivert,Forward,11,2460000,5,3,2,2.2
Arsenal,Lewis-Skelly,Defender,11,2340000,3,2,1,3.67
Aston Villa,Lucas Digne,Defender,11,2040000,5,2,3,2.2
Nottingham Forest,Aina,Defender,11,1660000,3,2,1,3.67
Nottingham Forest,Yates,Midfielder,11,1530000,3,1,2,3.67
Burnley,Maxime Estève,Defender,11,1490000,6,3,3,1.83
Manchester United,Maguire,Defender,11,1220000,5,2,3,2.2
West Ham United,Mavropanos,Defender,11,1170000,3,2,1,3.67
Nottingham Forest,McAtee,Midfielder,11,1090000,4,2,2,2.75
Leeds United,Gnonto,Forward,11,1060000,4,2,2,2.75
Aston Villa,Emi Buendía,Forward,11,880000,4,1,3,2.75
AFC Bournemouth,James Hill,Defender,11,460000,5,3,2,2.2
West Ham United,Mateus Fernandes,Midfielder,10,2960000,3,2,1,3.33
Arsenal,Trossard,Forward,10,1970000,3,3,0,3.33
Everton,Carlos Alcaraz,Midfielder,10,1640000,4,1,3,2.5
Manchester United,Mainoo,Midfielder,10,1580000,4,2,2,2.5
Nottingham Forest,Zinchenko,Defender,10,1570000,2,1,1,5.0
Sunderland,Geertruida,Defender,10,1510000,3,1,2,3.33
Arsenal,Nwaneri,Midfielder,10,1490000,3,3,0,3.33
Sunderland,Habib Diarra,Midfielder,10,1480000,4,2,2,2.5
Aston Villa,Evann Guessand,Forward,10,1440000,4,1,3,2.5
Everton,Jake O'Brien,Defender,10,1420000,5,2,3,2.0
Burnley,Hannibal Mejbri,Midfielder,10,1350000,6,3,3,1.67
Aston Villa,Donyell Malen,Forward,10,1200000,5,2,3,2.0
Tottenham,Mathys Tel,Forward,10,1120000,4,3,1,2.5
Wolverhampton,Johnstone,Goalkeeper,10,490000,2,0,2,5.0
Nottingham Forest,Morato,Defender,10,400000,3,1,2,3.33
Burnley,Jacob Larsen,Forward,10,380000,4,1,3,2.5
Manchester City,Sávio,Forward,9,2910000,3,2,1,3.0
Aston Villa,Amadou Onana,Midfielder,9,2270000,2,1,1,4.5
Chelsea,Jamie Gittens,Forward,9,1800000,4,2,2,2.25
Leeds United,Gudmundsson,Defender,9,1550000,6,3,3,1.5
Wolverhampton,Wolfe,Defender,9,1140000,3,2,1,3.0
AFC Bournemouth,Adam Smith,Defender,9,700000,3,1,2,3.0
Manchester City,Donnarumma,Goalkeeper,8,5520000,3,2,1,2.67
Chelsea,Robert Sánchez,Goalkeeper,8,3740000,6,3,3,1.33
Everton,Thierno Barry,Forward,8,1920000,5,2,3,1.6
Fulham,Joshua King,Midfielder,8,1120000,5,3,2,1.6
Liverpool,Bradley,Defender,8,990000,4,1,3,2.0
AFC Bournemouth,Álex Jiménez,Defender,8,820000,3,2,1,2.67
Leeds United,Ilia Gruev,Midfielder,8,730000,4,2,2,2.0
Burnley,Zian Flemming,Forward,8,570000,3,2,1,2.67
Fulham,Cairney,Midfielder,8,430000,3,2,1,2.67
Burnley,Joe Worrall,Defender,8,330000,3,2,1,2.67
Liverpool,Frimpong,Defender,7,4870000,3,1,2,2.33
Wolverhampton,Larsen,Forward,7,2280000,4,2,2,1.75
Fulham,Antonee Robinson,Defender,7,1930000,2,1,1,3.5
Newcastle,Jacob Ramsey,Midfielder,7,1440000,2,1,1,3.5
Fulham,Kevin,Forward,7,1260000,2,2,0,3.5
Newcastle,Malick Thiaw,Defender,7,950000,2,1,1,3.5
Wolverhampton,Doherty,Defender,7,900000,3,1,2,2.33
Fulham,Adama Traoré,Forward,7,800000,3,1,2,2.33
Chelsea,Wesley Fofana,Defender,7,720000,3,0,3,2.33
Newcastle,Willock,Midfielder,7,690000,2,1,1,3.5
Liverpool,Joe Gomez,Defender,7,590000,2,2,0,3.5
Brentford FC,Rico Henry,Defender,7,540000,6,3,3,1.17
Liverpool,Wataru Endo,Midfielder,7,540000,3,2,1,2.33
Chelsea,Tyrique George,Forward,7,290000,3,1,2,2.33
Aston Villa,Harvey Elliott,Midfielder,6,2480000,3,0,3,2.0
West Ham United,Wan-Bissaka,Defender,6,2080000,2,1,1,3.0
Nottingham Forest,Dilane Bakwa,Forward,6,1880000,3,1,2,2.0
Arsenal,Ben White,Defender,6,1730000,1,0,1,6.0
Chelsea,Liam Delap,Forward,6,1610000,3,2,1,2.0
Nottingham Forest,Kalimuendo,Forward,6,1610000,5,2,3,1.2
Aston Villa,Pau Torres,Defender,6,1530000,2,1,1,3.0
Brighton & Hove Albion,Hinshelwood,Midfielder,6,1020000,3,1,2,2.0
Aston Villa,Ian Maatsen,Defender,6,950000,3,1,2,2.0
Leeds United,James Justin,Defender,6,900000,2,1,1,3.0
Manchester City,Ake,Defender,6,740000,4,3,1,1.5
Sunderland,Masuaku,Defender,6,620000,2,1,1,3.0
Arsenal,Max Dowman,Midfielder,6,580000,2,1,1,3.0
Sunderland,Chris Rigg,Midfielder,6,450000,4,2,2,1.5
Fulham,Jorge Cuenca,Defender,6,380000,2,1,1,3.0
West Ham United,Magassa,Midfielder,6,320000,2,2,0,3.0
Aston Villa,Rogers,Forward,5,3420000,5,2,3,1.0
West Ham United,Soucek,Midfielder,5,2030000,4,2,2,1.25
Liverpool,Robertson,Defender,5,1520000,2,1,1,2.5
Wolverhampton,Arokodare,Forward,5,1500000,3,1,2,1.67
Leeds United,Ao Tanaka,Midfielder,5,1190000,4,2,2,1.25
Sunderland,Brian Brobbey,Forward,5,1090000,2,0,2,2.5
Brentford FC,Janelt,Midfielder,5,690000,2,1,1,2.5
Wolverhampton,Ki-Jana Hoever,Defender,5,600000,2,1,1,2.5
Burnley,Armando Broja,Forward,5,490000,2,1,1,2.5
West Ham United,Andy Irving,Midfielder,5,250000,3,1,2,1.67
Tottenham,Solanke,Forward,4,2000000,2,1,1,2.0
West Ham United,Hermansen,Goalkeeper,4,1260000,4,2,2,1.0
Chelsea,Jorrel Hato,Defender,4,1050000,3,1,2,1.33
Tottenham,Kevin Danso,Defender,4,780000,2,0,2,2.0
Fulham,Castagne,Defender,4,720000,3,1,2,1.33
Chelsea,Jørgensen,Goalkeeper,4,600000,1,0,1,4.0
AFC Bournemouth,Milosavljevic,Defender,4,510000,1,1,0,4.0
Manchester United,Joshua Zirkzee,Forward,4,500000,3,1,2,1.33
Everton,Merlin Röhl,Midfielder,4,410000,1,1,0,4.0
Crystal Palace,Romain Esse,Midfielder,4,340000,1,1,0,4.0
Burnley,Oliver Sonne,Defender,4,260000,3,1,2,1.33
Crystal Palace,Clyne,Defender,4,200000,1,0,1,4.0
Liverpool,Isak,Forward,3,12750000,2,1,1,1.5
Crystal Palace,Uche,Midfielder,3,2700000,1,1,0,3.0
Fulham,Raúl Jiménez,Forward,3,2380000,5,3,2,0.6
Chelsea,Garnacho,Forward,3,2250000,1,0,1,3.0
Arsenal,Kai Havertz,Forward,3,1910000,1,0,1,3.0
Nottingham Forest,Domínguez,Midfielder,3,800000,1,1,0,3.0
Brentford FC,Antoni Milambo,Midfielder,3,790000,1,0,1,3.0
Aston Villa,Lindelöf,Defender,3,750000,1,0,1,3.0
Tottenham,Archie Gray,Defender,3,710000,2,1,1,1.5
Burnley,Josh Laurent,Midfielder,3,680000,6,3,3,0.5
Wolverhampton,Yerson Mosquera,Defender,3,640000,2,1,1,1.5
Chelsea,Acheampong,Defender,3,600000,2,2,0,1.5
Brighton & Hove Albion,Diego Coppola,Defender,3,540000,2,2,0,1.5
Brighton & Hove Albion,Stefanos Tzimas,Forward,3,310000,2,0,2,1.5
Newcastle,Lascelles,Defender,3,220000,1,0,1,3.0
Manchester United,Ayden Heaven,Defender,3,210000,1,0,1,3.0
West Ham United,Luis Guilherme,Forward,3,150000,2,2,0,1.5
Nottingham Forest,Douglas Luiz,Midfielder,2,2640000,1,0,1,2.0
Aston Villa,Jadon Sancho,Forward,2,2450000,1,0,1,2.0
Everton,McNeil,Midfielder,2,1800000,1,1,0,2.0
AFC Bournemouth,Lewis Cook,Midfielder,2,1110000,1,1,0,2.0
Aston Villa,Marco Bizot,Goalkeeper,2,960000,2,2,0,1.0
Chelsea,Buonanotte,Midfielder,2,940000,1,0,1,2.0
Everton,Tyler Dibling,Forward,2,850000,1,0,1,2.0
Chelsea,Marc Guiu,Forward,2,770000,2,1,1,1.0
West Ham United,Guido Rodríguez,Midfielder,2,760000,1,0,1,2.0
Chelsea,Roméo Lavia,Midfielder,2,640000,1,1,0,2.0
Burnley,Marcus Edwards,Forward,2,510000,1,0,1,2.0
Sunderland,Bertrand Traoré,Forward,2,450000,1,0,1,2.0
West Ham United,Freddie Potts,Midfielder,2,220000,1,1,0,2.0
Aston Villa,Burrowes,Midfielder,2,150000,1,1,0,2.0
Newcastle,Anthony Gordon,Forward,1,3950000,2,1,1,0.5
West Ham United,Füllkrug,Forward,1,1560000,4,2,2,0.25
Wolverhampton,Toti Gomes,Defender,1,1420000,6,3,3,0.17
Leeds United,Joël Piroe,Forward,1,1200000,2,1,1,0.5
West Ham United,Todibo,Defender,1,1120000,2,1,1,0.5
Brentford FC,Pinnock,Defender,1,700000,2,1,1,0.5
Nottingham Forest,Nicolò Savona,Defender,1,430000,1,0,1,1.0
AFC Bournemouth,Ben Doak,Forward,1,230000,1,0,1,1.0
Leeds United,Byram,Defender,1,210000,1,0,1,1.0
Tottenham,Kolo Muani,Forward,0,4790000,0,0,0,0.0
Newcastle,Yoane Wissa,Forward,0,3460000,0,0,0,0.0
